ID;E;H
1256;=PA0+19-MB13;=CH01+CH.F-X13
1257;=PA0+19-MB14;=CH01+CH.F-X14
1258;=PA0+19-MB15;=CH01+CH.F-X15
1259;=PA0+19-MB16;=CH01+CH.F-X16
1260;=PA0+19-MB2;=CH01+CH.F-X2
1261;=PA0+19-MB3;=CH01+CH.F-X3
1262;=PA0+19-MB4;=CH01+CH.F-X4
1263;=PA0+19-MB5;=CH01+CH.F-X5
1264;=PA0+19-MB6;=CH01+CH.F-X6
1265;=PA0+19-MB7;=CH01+CH.F-X7
1266;=PA0+19-MB8;=CH01+CH.F-X8
1267;=PA0+19-MB9;=CH01+CH.F-X9
1268;=PA0+19-X4.9;=PA0+19-X16.1
1269;=PA0+19-Z1:X1;=PA0+19-X19.2
1270;=PA0+30-A9:DATA_IN;=CT+CH.EP3-T1:X4
1271;=PA0+30-BES35.Power_IN;=PA0+19-X18.1
1272;=PA0+5-MTR1:X2;=PA0+5-X5
1273;=PA0+5-MTR1:X3.1;=PA0+5-A2:X3
1274;=PA0+5-MTR1:X4.1;=PA0+5-A2:X4
1275;=PA0+5-MTR1:X7;=PA0+5-A1:X20
1276;=PA0+5-MTR2:X2;=PA0+5-X6
1277;=PA0+5-MTR2:X3.1;=PA0+5-A4:X3
1278;=PA0+5-MTR2:X4.1;=PA0+5-A4:X4
1279;=PA0+5-MTR2:X7;=PA0+5-A3:X20
1280;=CO+CH.PA1-X1;=CT+CH.EP2-K2:OUT2/OUT3
1281;=PA1+19-MB1;=CH11+CH.C-X1
1282;=PA1+19-MB10;=CH11+CH.C-X10
1283;=PA1+19-MB11;=CH11+CH.C-X11
1284;=PA1+19-MB12;=CH11+CH.C-X12
1285;=PA1+19-MB13;=CH11+CH.C-X13
1286;=PA1+19-MB14;=CH11+CH.C-X14
1287;=PA1+19-MB15;=CH11+CH.C-X15
1288;=PA1+19-MB16;=CH11+CH.C-X16
1289;=PA1+19-MB2;=CH11+CH.C-X2
1290;=PA1+19-MB3;=CH11+CH.C-X03
1291;=PA1+19-MB4;=CH11+CH.C-X4
1292;=PA1+19-MB5;=CH11+CH.C-X5
1293;=PA1+19-MB6;=CH11+CH.C-X6
1294;=PA1+19-MB7;=CH11+CH.C-X7
1295;=PA1+19-MB8;=CH11+CH.C-X8
1296;=PA1+19-MB9;=CH11+CH.C-X9
1297;=PA1+19-X4.9;=PA1+19-X16.1
1298;=PA1+19-Z1:X1;=PA1+19-X19.2
1299;=PA1+30-A9:DATA_IN;=CT+CH.EP3-T1:X5
1300;=PA1+30-BES35.Power_IN;=PA1+19-X18.1
1301;=PA1+5-MTR:X3.1;=PA1+5-A2:X3
1302;=PA1+5-MTR1:X2;=PA1+5-X5
1303;=PA1+5-MTR1:X4.1;=PA1+5-A2:X4
1304;=PA1+5-MTR1:X4.1;=PA1+5-A2:X4
1305;=PA1+5-MTR1:X7;=PA1+5-A1:X20
1306;=PA1+5-MTR2;=PA1+5-X6
1307;=PA1+5-MTR2:X3.1;=PA1+5-A2:X3
1308;=PA1+5-MTR2:X7;=PA1+5-A3:X20
1309;+PA2-MB1;+RF21-X101
1310;+PA2-MB2;+RF21-X102
1311;+PA2-MB3;+RF22-X101
1312;+PA2-MB4;+RF22-X102
1313;=CO+CH.PA2-X1;=CT+CH.EP2-K2:OUT4/OUT5
1314;=PA2+19-X4.9;=PA2+19-X16.1
1315;=PA2+19-Z1:X1;=PA2+19-X19.2
1316;=PA2+30-A9:DATA_IN;=CT+CH.EP2-T1:X4
1317;=PA2+30-BES35.Power_IN;=PA2+19-X18.1
1318;=PA2+5-MTR1:X2;=PA2+5-X5
1319;=PA2+5-MTR1:X3.1;=PA2+5-A2:X3
1320;=PA2+5-MTR1:X4.1;=PA2+5-A2:X4
1321;=PA2+5-MTR1:X7;=PA2+5-A1:X7
1322;=PA2+5-MTR2:X2;=PA2+5-X6
1323;=PA2+5-MTR2:X3.1;=PA2+5-A4:X3
1324;=PA2+5-MTR2:X4.1;=PA2+5-A4:X4
1325;=PA2+5-MTR2:X7;=PA2+5-A3:X7
1326;+PA3-MB1;+RF31-X101
1327;+PA3-MB2;+RF31-X102
1328;+PA3-MB3;+RF32-X101
1329;+PA3-MB4;+RF32-X102
1330;=CO+CH.PA3-X1;=CT+CH.EP2-K2:OUT6/OUT7
1331;=PA3+19-X4.9;=PA3+19-X16.1
1332;=PA3+19-Z1:X1;=PA3+19-X19.2
1333;=PA3+30-A9:DATA_IN;=CT+CH.EP2-T1:X3
1334;=PA3+30-BES35.Power_IN;=PA3+19-X18.1
1335;=PA3+5-MTR1:X2;=PA3+5-X5
1336;=PA3+5-MTR1:X3.1;=PA3+5-A2:X3
1337;=PA3+5-MTR1:X4.1;=PA3+5-A2:X4
1338;=PA3+5-MTR1:X7;=PA3+5-A1:X7
1339;=PA3+5-MTR2:X2;=PA3+5-X6
1340;=PA3+5-MTR2:X3.1;=PA3+5-A4:X3
1341;=PA3+5-MTR2:X4.1;=PA3+5-A4:X4
1342;=PA3+5-MTR2:X7;=PA3+5-A3:X7
1343;=BS.AL+BG.PA0-B406:X1;=CT+CH.EP3.4-K2:IN0
1344;=BS.AL+BG.PA0-B407:X1;=CT+CH.EP3.4-K2:IN1
1345;=BS.MC+BG.PA0-B408:X1;=CT+CH.EP3.4-K2:IN2
1346;=BS.MC+BG.PA0-B409:X1;=CT+CH.EP3.4-K2:IN3
1347;=BS+BG.PA0-Y1;=CT+CH.EP3.5-K1:OUT1
1348;=CT.AC+BG.PA0-A200:X1;=CT+CH.EP3.5-K7:OUT2/OUT3
1349;=CT.AC+BG.PA0-A200:X5;=LF.PM+BG.PA0-T200:X8
1350;=IF.PM+CH.PA0-CAM1.X1;=EP.EC+CH.DO32-A3:X3
1351;=IF.PM+CH.PA0-CAM1.X2;=EP.EC+CH.DO32-A3:X2
1352;=LF.PM+BG.PA0-A201;=LF.PM+BG.PA0-T201:A1
1353;=LF.PM+BG.PA0-T200:X1;=CT.IF+CH.D1-X1
1354;=LF.PM+BG.PA0-T200:X2;=CT+CH.EP2-K10:1
1355;=LF.PM+BG.PA0-T200:X4;=LF.PM+BG.PA0-T201:A2
1356;=LF.PM+BG.PA0-T200:X7;=IF+CH.L-X100
1357;=LF.PM+BG.PA0-T200:X8;=CT.AC+BG.PA0-A200:X5
1358;=LF.PM+BG.PA0-T201:A1;=LF.PM+BG.PA0-A201
1359;=LF.PM+BG.PA0-T201:A2;=LF.PM+BG.PA0-T200:X4
1360;=SY.BS+BG.PA0-B400:X1;=CT+CH.EP3.4-K1:IN0/IN1
1361;=SY.BS+BG.PA0-B401:X1;=CT+CH.EP3.4-K1:IN2/IN3
1362;=SY.BS+BG.PA0-B402:X1;=CT+CH.EP3.4-K1:IN4/IN5
1363;=SY.BS+BG.PA0-B403:X1;=CT+CH.EP3.4-K1:IN6/IN7
1364;=SY.BS+BG.PA0-B404:X1;=CT+CH.EP3.4-K3:IN0/IN1
1365;=SY.BS+BG.PA0-B405:X1;=CT+CH.EP3.4-K3:IN2/IN3
1366;=SY.BS+BG.PA0-B487:X1;=CT+CH.EP3.5-K3:IN0/IN1
1367;=SY.BS+BG.PA0-B489:X1;=CT+CH.EP3.5-K4:IN0/IN1
1368;=SY.BS+BG.PA0-B490:X1;=CT+CH.EP3.5-K4:IN2/IN3
1369;=SY.BS+BG.PA0-B491:X1;=CT+CH.EP3.5-K5:IN0/IN1
1370;=SY.BS+BG.PA0-X1;=CT+CH.EP3.4-K3:IN4/IN5
1371;=SY.BS+BG.PA0-X2;=CT+CH.EP3.4-K3:IN6/IN7
1372;=SY+BG.PA0-B1:X1;=CT+CH.EP3.5-K1:IN1/IN2
1373;=SY+BG.PA0-B12:X1;=CT+CH.EP3.5-K1:IN7/IN8
1374;=SY+BG.PA0-B14:X1;=CT+CH.EP3.5-K2:IN0/IN1
1375;=SY+BG.PA0-B15;=CT+CH.EP3.5-K8:IN1
1376;=SY+BG.PA0-B16;=CT+CH.EP3.5-K8:IN2
1377;=SY+BG.PA0-B17;=CT+CH.EP3.5-K8:IN3
1378;=SY+BG.PA0-B2:X1;=CT+CH.EP3.5-K1:IN3/IN4
1379;=SY+BG.PA0-B25:X1;=CT+CH.EP3.5-K6:IN0/IN1
1380;=SY+BG.PA0-B26:X1;=CT+CH.EP3.5-K6:IN2/IN3
1381;=SY+BG.PA0-B270:X1;=CT+CH.EP3.5-K7:OUT0/OUT1
1382;=SY+BG.PA0-B3:X1;=CT+CH.EP3.5-K1:IN5/IN6
1383;=SY+BG.PA0-B51;=CT+CH.EP3.5-K9:IN1
1384;=BS.AL+BG.PA1-B434:X1;=CT+CH.EP3.7-K7:IN0
1385;=BS.AL+BG.PA1-B435:X1;=CT+CH.EP3.7-K7:IN1
1386;=BS.MC+BG.PA1-B428:X1;=CT+CH.EP3.7-K6:IN3
1387;=BS.MC+BG.PA1-B436:X1;=CT+CH.EP3.7-K7:IN2
1388;=BS.MC+BG.PA1-B437:X1;=CT+CH.EP3.7-K7:IN3
1389;=BS.PUM+BG.PA1-B424:X1;=CT+CH.EP3.7-K6:IN1
1390;=BS.PUM+BG.PA1-B425:X1;=CT+CH.EP3.7-K6:IN2
1391;=BS.PUM+BG.PA1-B426:X1;=CT+CH.EP3.7-K6:IN0
1392;=BS.PUM+BG.PA1-B427:X1;=CT+CH.EP3.7-K3:IN7
1393;=LF.PM+BG.PA0-T202:X2;=CT+CH.EP2-K10:2
1394;=LF.PM+BG.PA1-B1;=CT+CH.EP3.7-K9:IN1
1395;=LF.PM+BG.PA1-B200;=LF.PM+BG.PA1-T203:A1
1396;=LF.PM+BG.PA1-T202:X1;=CT.IF+CH.D1-X4
1397;=LF.PM+BG.PA1-T202:X4;=LF.PM+BG.PA1-T203:A2
1398;=LF.PM+BG.PA1-T202:X7;=IF+CH.L-X101
1399;=LF.PM+BG.PA1-T203:A1;=LF.PM+BG.PA1-B200
1400;=LF.PM+BG.PA1-T203:A2;=LF.PM+BG.PA1-T202:X4
1401;=LF.PM+CH.PA1-X1;=IF.PM+CH.A-X4
1402;=MD.PN+BG.PA1-T401:In1;=CT+CH.EP3.7-K9:DATA_OUT
1403;=MD.PN+BG.PA1-T401:X0;=CT+CH.EP3.7-K9:24V_OUT
1404;=SY.BS+BG.PA1-B416:X1;=CT+CH.EP3.7-K1:IN0/IN1
1405;=SY.BS+BG.PA1-B417:X1;=CT+CH.EP3.7-K1:IN2/IN3
1406;=SY.BS+BG.PA1-B418:X1;=CT+CH.EP3.7-K1:IN4/IN5
1407;=SY.BS+BG.PA1-B419:X1;=CT+CH.EP3.7-K1:IN6/IN7
1408;=SY.BS+BG.PA1-B420:X1;=CT+CH.EP3.7-K2:IN0/IN1
1409;=SY.BS+BG.PA1-B421:X1;=CT+CH.EP3.7-K2:IN2/IN3
1410;=SY.BS+BG.PA1-B422:X1;=CT+CH.EP3.7-K2:IN4/IN5
1411;=SY.BS+BG.PA1-B423:X1;=CT+CH.EP3.7-K2:IN6/IN7
1412;=SY.BS+BG.PA1-B429:X1;=CT+CH.EP3.7-K3:IN6/IN7
1413;=SY.BS+BG.PA1-B431:X1;=CT+CH.EP3.7-K3:IN0/IN1
1414;=SY.BS+BG.PA1-B432:X1;=CT+CH.EP3.7-K3:IN2/IN3
1415;=SY.BS+BG.PA1-B433:X1;=CT+CH.EP3.7-K3:IN4/IN5
1416;=SY.BS+BG.PA1-X1;=CT+CH.EP3.7-K5:IN0/IN1
1417;=SY.BS+BG.PA1-X2;=CT+CH.EP3.7-K5:IN2/IN3
1418;=SY+BG.PA1-B18;=CT+CH.EP3.7-K8:IN1
1419;=SY+BG.PA1-B19;=CT+CH.EP3.7-K8:IN2
1420;=SY+BG.PA1-B4:X1;=CT+CH.EP3.7-K4:IN0/IN1
1421;=SY+BG.PA1-B5:X1;=CT+CH.EP3.7-K4:IN2/IN3
1422;=SY+BG.PA1-B6:X1;=CT+CH.EP3.7-K4:IN4/IN5
1423;=SY+BG.PA1-B7:X1;=CT+CH.EP3.7-K4:IN6/IN7
1424;=SY+CH.BG-B20;=CT+CH.EP3.7-K8:IN3
1425;=SY+CH.BG-B21;=CT+CH.EP3.7-K8:IN4
1426;=BS.AL+BG.PA2-B463:X1;=CT+CH.EP2.5-K6:IN0
1427;=BS.AL+BG.PA2-B464:X1;=CT+CH.EP2.5-K6:IN1
1428;=BS.MC+BG.PA2-B458:X1;=CT+CH.EP2.5-K5:IN0
1429;=BS.MC+BG.PA2-B459:X1;=CT+CH.EP2.5-K5:IN1
1430;=BS.MC+BG.PA2-B465:X1;=CT+CH.EP2.5-K6:IN2
1431;=BS.MC+BG.PA2-B466:X1;=CT+CH.EP2.5-K6:IN3
1432;=BS.PUM+BG.PA2-B454:X1;=CT+CH.EP2.5-K5:IN3
1433;=BS.PUM+BG.PA2-B455:X1;=CT+CH.EP2.5-K5:IN4
1434;=BS.PUM+BG.PA2-B456:X1;=CT+CH.EP2.5-K5:IN2
1435;=BS.PUM+BG.PA2-B457:X1;=CT+CH.EP2.5-K5:IN5
1436;=LF.PM+BG.PA0-T204:X2;=CT+CH.EP2-K10:3
1437;=LF.PM+BG.PA2-B1;=CT+CH.EP2.5-K8:IN1
1438;=LF.PM+BG.PA2-B201;=LF.PM+BG.PA2-T205:A1
1439;=LF.PM+BG.PA2-T204:X1;=CT.IF+CH.K-X4
1440;=LF.PM+BG.PA2-T204:X4;=LF.PM+BG.PA2-T205:A2
1441;=LF.PM+BG.PA2-T204:X7;=IF+CH.L-X102
1442;=LF.PM+BG.PA2-T205:A1;=LF.PM+BG.PA2-B201
1443;=LF.PM+BG.PA2-T205:A2;=LF.PM+BG.PA2-T204:X4
1444;=LF.PM+CH.PA2-X2;=IF.PM+CH.K-X5
1445;=MD.PN+BG.PA2-T402:In1;=CT+CH.EP2.5-K8:Data_OUT
1446;=MD.PN+BG.PA2-T402:X0;=CT+CH.EP2.5-K8:24V_OUT
1447;=SY.BS+BG.PA2-B444:X1;=CT+CH.EP2.5-K1:IN0/IN1
1448;=SY.BS+BG.PA2-B445:X1;=CT+CH.EP2.5-K1:IN2/IN3
1449;=SY.BS+BG.PA2-B446:X1;=CT+CH.EP2.5-K1:IN4/IN5
1450;=SY.BS+BG.PA2-B447:X1;=CT+CH.EP2.5-K1:IN6/IN7
1451;=SY.BS+BG.PA2-B448:X1;=CT+CH.EP2.5-K2:IN0/IN1
1452;=SY.BS+BG.PA2-B449:X1;=CT+CH.EP2.5-K2:IN2/IN3
1453;=SY.BS+BG.PA2-B450:X1;=CT+CH.EP2.5-K2:IN4/IN5
1454;=SY.BS+BG.PA2-B451:X1;=CT+CH.EP2.5-K2:IN6/IN7
1455;=SY.BS+BG.PA2-B452:X1;=CT+CH.EP2.5-K3:IN2/IN3
1456;=SY.BS+BG.PA2-B460:X1;=CT+CH.EP2.5-K4:IN0/IN1
1457;=SY.BS+BG.PA2-B461:X1;=CT+CH.EP2.5-K4:IN2/IN3
1458;=SY.BS+BG.PA2-B462:X1;=CT+CH.EP2.5-K4:IN4/IN5
1459;=SY.BS+BG.PA2-X1;=CT+CH.EP2.5-K3:IN6/IN7
1460;=SY.BS+BG.PA2-X2;=CT+CH.EP2.5-K4:IN6/IN7
1461;=SY+BG.PA2-B22;=CT+CH.EP2.5-K7:IN1
1462;=SY+BG.PA2-B23;=CT+CH.EP2.5-K7:IN2
1463;=SY+BG.PA2-B8:X1;=CT+CH.EP2.5-K3:IN0/IN1
1464;=SY+BG.PA2-B9:X1;=CT+CH.EP2.5-K3:IN4/IN5
1465;=BS.PUM+BG.PA3-B478:X1;=CT+CH.EP2.4-K8:IN0
1466;=BS.PUM+BG.PA3-B479:X1;=CT+CH.EP2.4-K8:IN1
1467;=BS.PUM+BG.PA3-B480:X1;=CT+CH.EP2.4-K8:IN2
1468;=BS.PUM+BG.PA3-B481:X1;=CT+CH.EP2.4-K8:IN3
1469;=CT.AC+BG.PA3-A202:X1;=CT+CH.EP2.4-K10:OUT2/OUT3
1470;=CT.AC+BG.PA3-A202:X5;=LF.PM+BG.PA3-T206:X8
1471;=CT.AC+BG.PA3-A204:X1;=CT+CH.EP2.4-K10:OUT4/OUT5
1472;=CT.AC+BG.PA3-A204:X5;=LF.PM+BG.PA3-T208:X8
1473;=IF.PM+CH.PA3-CAM2.X1;=EP.EC+CH.DO32-A3:X6
1474;=IF.PM+CH.PA3-CAM2.X2;=EP.EC+CH.DO32-A3:X5
1475;=LF.PM+BG.PA0-T206:X2;=CT+CH.EP2-K10:4
1476;=LF.PM+BG.PA0-T208:X2;=CT+CH.EP2-K11:1
1477;=LF.PM+BG.PA3-A203;=LF.PM+BG.PA3-T207:A1
1478;=LF.PM+BG.PA3-A205;=LF.PM+BG.PA3-T209:A1
1479;=LF.PM+BG.PA3-B1;=CT+CH.EP2.4-K12:IN1
1480;=LF.PM+BG.PA3-B2;=CT+CH.EP2.4-K12:IN2
1481;=LF.PM+BG.PA3-B3;=CT+CH.EP2.4-K12:IN3
1482;=LF.PM+BG.PA3-T206:X1;=CT.IF+CH.D1-X2
1483;=LF.PM+BG.PA3-T206:X4;=LF.PM+BG.PA3-T207:A2
1484;=LF.PM+BG.PA3-T206:X7;=IF+CH.L-X103
1485;=LF.PM+BG.PA3-T206:X8;=CT.AC+BG.PA3-A202:X5
1486;=LF.PM+BG.PA3-T207:A1;=LF.PM+BG.PA3-A203
1487;=LF.PM+BG.PA3-T207:A2;=LF.PM+BG.PA3-T206:X4
1488;=LF.PM+BG.PA3-T208:X1;=CT.IF+CH.D1-X3
1489;=LF.PM+BG.PA3-T208:X4;=LF.PM+BG.PA3-T209:A2
1490;=LF.PM+BG.PA3-T208:X7;=IF+CH.L-X104
1491;=LF.PM+BG.PA3-T208:X8;=CT.AC+BG.PA3-A204:X5
1492;=LF.PM+BG.PA3-T209:A1;=LF.PM+BG.PA3-A205
1493;=LF.PM+BG.PA3-T209:A2;=LF.PM+BG.PA3-T208:X4
1494;=LF.PM+CH.PA3-X3;=IF.PM+CH.K-X6
1495;=LF+BG.PA3-Y3:X1;=CH+CH.EP2.4-K9:OUT0/OUT1
1496;=MD.PN+BG.PA3-T403:In1;=CT+CH.EP2.4-K12:Data_OUT
1497;=MD.PN+BG.PA3-T403:X0;=CT+CH.EP2.4-K12:24V_OUT
1498;=MD.WT+PA3.DO20-B1;=CT+CH.EP2.4-K8:IN6
1499;=MD.WT+PA3.DO20-B2;=CT+CH.EP2.4-K8:IN5
1500;=SY.BS+BG.PA3-B467:X1;=CT+CH.EP2.4-K3:IN0/IN1
1501;=SY.BS+BG.PA3-B468:X1;=CT+CH.EP2.4-K3:IN2/IN3
1502;=SY.BS+BG.PA3-B469:X1;=CT+CH.EP2.4-K3:IN4/IN5
1503;=SY.BS+BG.PA3-B470:X1;=CT+CH.EP2.4-K3:IN6/IN7
1504;=SY.BS+BG.PA3-B471:X1;=CT+CH.EP2.4-K4:IN0/IN1
1505;=SY.BS+BG.PA3-B472:X1;=CT+CH.EP2.4-K4:IN2/IN3
1506;=SY.BS+BG.PA3-B473:X1;=CT+CH.EP2.4-K4:IN4/IN5
1507;=SY.BS+BG.PA3-B474:X1;=CT+CH.EP2.4-K4:IN6/IN7
1508;=SY.BS+BG.PA3-B475:X1;=CT+CH.EP2.4-K5:IN0/IN1
1509;=SY.BS+BG.PA3-B482:X1;=CT+CH.EP2.4-K6:IN4/IN5
1510;=SY.BS+BG.PA3-B483:X1;=CT+CH.EP3.5-K6:IN6/IN7
1511;=SY.BS+BG.PA3-B484:X1;=CT+CH.EP3.5-K7:IN0/IN1
1512;=SY.BS+BG.PA3-B485:X1;=CT+CH.EP3.5-K7:IN2/IN3
1513;=SY.BS+BG.PA3-B486:X1;=CT+CH.EP3.5-K7:IN4/IN5
1514;=SY.BS+BG.PA3-X1;=CT+CH.EP2.4-K6:IN0/IN1
1515;=SY.BS+BG.PA3-X2;=CT+CH.EP2.4-K6:IN2/IN3
1516;=SY+BG.PA3-B10:X1;=CT+CH.EP2.4-K5:IN4/IN5
1517;=SY+BG.PA3-B11:X1;=CT+CH.EP2.4-K5:IN6/IN7
1518;=SY+BG.PA3-B24;=CT+CH.EP2.4-K11:IN1
1519;=SY+BG.PA3-B271:X1;=CT+CH.EP2.4-K10:OUT0/OUT1
1520;=SY+BG.PA3-B300:X1;=CT+CH.EP2.4-K2:IN4/IN5
1521;=SY+BG.PA3-B301:X1;=CT+CH.EP2.4-K2:IN6/IN7
1522;=SY+BG.PA3-B49:X1;=CT+CH.EP2.4-K8:IN4
1523;=SY+CH.BG-CBA_PA3:X1;=CT+CH.EP2.4-K5:IN2/IN3
1524;=BS+BG.SF01-B414:X1;=CT+CH.EP3-K2:IN2/IN3
1525;=BS+BG.SF01-B415:X1;=CT+CH.EP3-K2:IN0/IN1
1526;=SY.BS+BG.SF01-B410:X1;=CT+CH.EP3-K1:IN0/IN1
1527;=SY.BS+BG.SF01-B411:X1;=CT+CH.EP3-K1:IN2/IN3
1528;=SY.BS+BG.SF01-B412:X1;=CT+CH.EP3-K1:IN4/IN5
1529;=SY.BS+BG.SF01-B413:X1;=CT+CH.EP3-K1:IN6/IN7
1530;=BS+BG.SF12-B442:X1;=CT+CH.EP2.4-K2:IN0/IN1
1531;=BS+BG.SF12-B443:X1;=CT+CH.EP2.4-K2:IN2/IN3
1532;=SY.BS+BG.SF12-B438:X1;=CT+CH.EP2.4-K1:IN0/IN1
1533;=SY.BS+BG.SF12-B439:X1;=CT+CH.EP2.4-K1:IN2/IN3
1534;=SY.BS+BG.SF12-B440:X1;=CT+CH.EP2.4-K1:IN4/IN5
1535;=SY.BS+BG.SF12-B441:X1;=CT+CH.EP2.4-K1:IN6/IN7
1536;=PA0+17-MTR1;=PA0+17-X5
1537;=PA0+17-X1.1;=PA0+17-X1
1538;=PA0+17-XPE;=PA0+17-X2
1539;=PA0+30-A8:DATA_IN;=CT+CH.EP30-T1:X3
1540;=PA1+17-MTR1;=PA1+17-X5
1541;=PA1+17-X1.1;=PA1+17-X1
1542;=PA1+17-XPE;=PA1+17-X2
1543;=PA1+30-A8:DATA_IN;=CT+CH.EP30-T1:X2
1544;=PA2+17-MTR1;=PA2+17-X5
1545;=PA2+17-X1.1;=PA2+17-X1
1546;=PA2+17-XPE;=PA2+17-X2
1547;=PA2+30-A8:DATA_IN;=CT+CH.EP20-T1:X4
1548;=PA3+17-MTR1;=PA3+17-X5
1549;=PA3+17-X1.1;=PA3+17-X1
1550;=PA3+17-XPE;=PA3+17-X2
1551;=PA3+30-A8:DATA_IN;=CT+CH.EP20-T1:X5
1552;=PA0+17-X1;=PA0+17-X1.1
1553;=PA0+17-X2;=PA0+17-XPE
1554;=PA0+17-X5;=PA0+17-MTR1
1555;=PA0+19-X16.1;=PA0+19-X4.9
1556;=PA0+19-X18.1;=PA0+30-BES35.Power_IN
1557;=PA0+19-X5.2;=EP+CH.B-X1
1558;=PA0+30-X7;=CT+CH.EP30-T1:X4
1559;=PA0+5-A1:X20;=PA0+5-MTR1:X7
1560;=PA0+5-A1:X4;=PA0+5-MTR1:X7
1561;=PA0+5-A2:X3;=PA0+5-MTR1:X3.1
1562;=PA0+5-A2:X4;=PA0+5-MTR1:X4.1
1563;=PA0+5-A3:X20;=PA0+5-MTR2:X7
1564;=PA0+5-A3:X4;=PA0+5-MTR2:X7
1565;=PA0+5-A4:X3;=PA0+5-MTR2:X3.1
1566;=PA0+5-A4:X4;=PA0+5-MTR2:X4.1
1567;=PA0+5-MTR1:X7;=PA0+5-A1:X4
1568;=PA0+5-MTR2:X7;=PA0+5-A3:X4
1569;=PA0+5-X1;=PA0+19-X1
1570;=PA0+5-X5;=PA0+5-MTR1:X2
1571;=PA0+5-X6;=PA0+5-MTR2:X2
1572;=PA1+17-X1;=PA1+17-X1.1
1573;=PA1+17-X2;=PA1+17-XPE
1574;=PA1+17-X5;=PA1+17-MTR1
1575;=PA1+19-X16.1;=PA1+19-X4.9
1576;=PA1+19-X18.1;=PA1+30-BES35.Power_IN
1577;=PA1+19-X5.2;=EP+CH.A-X1
1578;=PA1+30-X1;=CT+CH.EP30-T1:X5
1579;=PA1+5-A1:X20;=PA1+5-MTR1:X7
1580;=PA1+5-A1:X4;=PA1+5-MTR1:X7
1581;=PA1+5-A2:X3;=PA1+5-MTR:X3.1
1582;=PA1+5-A2:X3;=PA1+5-MTR2:X3.1
1583;=PA1+5-A2:X4;=PA1+5-MTR1:X4.1
1584;=PA1+5-A2:X4;=PA1+5-MTR1:X4.1
1585;=PA1+5-A3:X20;=PA1+5-MTR2:X7
1586;=PA1+5-A3:X4;=PA1+5-MTR2:X7
1587;=PA1+5-MTR1:X7;=PA1+5-A1:X4
1588;=PA1+5-MTR2:X7;=PA1+5-A3:X4
1589;=PA1+5-X1;=PA1+19-X1
1590;=PA1+5-X5;=PA1+5-MTR1:X2
1591;=PA1+5-X6;=PA1+5-MTR2
1592;=PA2+17-X1;=PA2+17-X1.1
1593;=PA2+17-X2;=PA2+17-XPE
1594;=PA2+17-X5;=PA2+17-MTR1
1595;=PA2+19-X16.1;=PA2+19-X4.9
1596;=PA2+19-X18.1;=PA2+30-BES35.Power_IN
1597;=PA2+19-X5.2;=EP+CH.K-X1
1598;=PA2+30-X7;=CT+CH.EP20-T1:X2
1599;=PA2+5-A1:X5;=PA2+5-MTR1:X7
1600;=PA2+5-A1:X7;=PA2+5-MTR1:X7
1601;=PA2+5-A2:X3;=PA2+5-MTR1:X3.1
1602;=PA2+5-A2:X4;=PA2+5-MTR1:X4.1
1603;=PA2+5-A3:X5;=PA2+5-MTR2:X7
1604;=PA2+5-A3:X7;=PA2+5-MTR2:X7
1605;=PA2+5-A4:X3;=PA2+5-MTR2:X3.1
1606;=PA2+5-A4:X4;=PA2+5-MTR2:X4.1
1607;=PA2+5-MTR1:X7;=PA2+5-A1:X5
1608;=PA2+5-MTR2:X7;=PA2+5-A3:X5
1609;=PA2+5-X1;=PA2+19-X1
1610;=PA2+5-X5;=PA2+5-MTR1:X2
1611;=PA2+5-X6;=PA2+5-MTR2:X2
1612;=PA3+17-X1;=PA3+17-X1.1
1613;=PA3+17-X2;=PA3+17-XPE
1614;=PA3+17-X5;=PA3+17-MTR1
1615;=PA3+19-X16.1;=PA3+19-X4.9
1616;=PA3+19-X18.1;=PA3+30-BES35.Power_IN
1617;=PA3+19-X5.2;=EP+CH.I-X1
1618;=PA3+30-X7;=CT+CH.EP20-T1:X3
1619;=PA3+5-A1:X5;=PA3+5-MTR1:X7
1620;=PA3+5-A1:X7;=PA3+5-MTR1:X7
1621;=PA3+5-A2:X3;=PA3+5-MTR1:X3.1
1622;=PA3+5-A2:X4;=PA3+5-MTR1:X4.1
1623;=PA3+5-A3:X5;=PA3+5-MTR2:X7
1624;=PA3+5-A3:X7;=PA3+5-MTR2:X7
1625;=PA3+5-A4:X3;=PA3+5-MTR2:X3.1
1626;=PA3+5-A4:X4;=PA3+5-MTR2:X4.1
1627;=PA3+5-MTR1:X7;=PA3+5-A1:X5
1628;=PA3+5-MTR2:X7;=PA3+5-A3:X5
1629;=PA3+5-X1;=PA3+19-X1
1630;=PA3+5-X5;=PA3+5-MTR1:X2
1631;=PA3+5-X6;=PA3+5-MTR2:X2
1632;=IF+SLEC-B1;=IF+CH.E-X10
1633;=IF+SLEC-C1;=IF.M1C+ST.IF1-X17
1634;=IF+SLEC-C3;=IF.M1F+ST.IF1-X18
1635;=IF+SLEC-D1;=EP.CT+HPDLMC-IF1.X4
1636;=IF+SLEC-D3;=EP.SL+HPDLMC-IF1.X6
1637;=IF+SLEC-E1;=IF.M1C+ST.IF1-X19
1638;=IF+SLEC-E3;=IF.M1F+ST.IF1-X20
1639;=IF+SLEC-F1;=CT+CH.E-X2
1640;=IF+SLEC-F3;=CT+CH.E-X4
